id,concrete_cement,healthy_metal,incomplete,irregular_metal,other
7a4e9ae0,0.6055555,0.2640186,0.0006212915,0.09596213,0.03384255
7a45def0,0.01040595,0.01237772,0.04940516,0.9272463,0.0005648406
7a49f9f4,0.03142682,0.07291017,0.1001835,0.7910833,0.004396232
7a49059e,0.0110686,0.8797174,0.0002260664,0.1082668,0.000721215
7a488f74,0.3547417,0.0223081,0.004239191,0.5957603,0.02295066
7a4e7f10,0.04458265,0.5921873,0.01264032,0.3459111,0.004678627
7a46ee80,0.06715212,0.06418905,0.0001112117,0.7161834,0.1523641
7a4b8670,0.01154365,0.7346449,0.0007042669,0.224693,0.02841417
7a503d6e,4.8789e-05,0.009284561,0.0005867564,0.9899387,0.0001411924
7a46a7b8,0.0004496159,0.9813811,0.0001089289,0.01616902,0.00189141
7a4de708,0.09069054,0.7043265,0.0004322446,0.1681145,0.03643633
7a47f7f8,0.01876862,0.5000638,0.0007089227,0.4702638,0.01019486
7a4d9bfe,0.001658031,0.9524189,0.003142975,0.03973766,0.003042566
7a4c5032,0.009311365,0.0436697,0.07914966,0.8650914,0.002777833
7a4b624e,0.02342419,0.1444084,0.06788637,0.7614334,0.002847652
7a51b05e,0.2461944,0.02522785,0.0428104,0.6786295,0.007137905
7a4cfc44,0.01851003,0.6928734,0.01997007,0.2581916,0.0104549
7a4fa67e,0.00138259,0.2777146,0.002593574,0.7179886,0.0003207134
7a4d42bc,0.002596227,0.924089,0.0001317021,0.06999489,0.003188101
7a4a17ea,0.01085459,0.2479644,0.008363822,0.7244391,0.008378172
7a50ddaa,0.8126256,0.0158278,0.002747432,0.1659251,0.002874151
7a44f328,0.04737047,0.2629203,0.06298806,0.5915468,0.03517448
7a4cf00a,0.07198908,0.05458215,0.0424359,0.8206414,0.01035149
7a5172f6,0.004448883,0.6286725,0.01043996,0.3491411,0.007297744
7a4d438e,0.01609225,0.01586924,0.002614746,0.9623266,0.003097143
7a4cf078,0.4724927,0.2148658,0.000396889,0.2803667,0.03187797
7a49bafc,0.13384,0.2621269,0.01811095,0.5477017,0.03822047
7a4df69e,0.0160857,0.7849211,0.0003721536,0.1938501,0.004771006
7a508774,0.199688,0.02026026,0.7243102,0.05174475,0.003996806
7a4e0cc4,0.04637045,0.03973735,0.00336919,0.8961867,0.01433623
7a4f4f26,3.530032e-05,0.9873056,1.818489e-06,0.01257606,8.116453e-05
7a459968,0.00225085,0.6372662,0.002719151,0.3575163,0.0002475964
7a4f5f84,0.1061022,0.19402,0.006405639,0.6927459,0.0007261019
7a4a2348,0.008576391,0.3135905,0.005134531,0.6714267,0.001271885
7a4d603a,0.01841805,0.1678251,0.001140043,0.8056341,0.006982668
7a46bf28,0.02828981,0.02891248,0.5367386,0.4050067,0.001052254
7a4e7a92,0.01619712,0.8579259,0.001623812,0.1114687,0.01278448
7a495530,0.05982934,0.2529435,0.006383285,0.4863941,0.1944497
7a46a88a,0.0003577169,0.9810973,0.0001154149,0.01568938,0.002740009
7a4874b2,0.0830722,0.7963732,0.01844941,0.09793214,0.004173057
7a46b12c,0.002442002,0.003080607,0.04613299,0.9483239,2.048545e-05
7a4e8c1c,2.652967e-05,0.02879478,0.0001070745,0.971054,1.754913e-05
7a4d72e6,0.3694918,0.02597446,0.08642078,0.46707,0.05104301
7a4ffb06,0.01093694,0.0573324,0.06673642,0.86248,0.002514284
7a508df0,0.0007051665,0.2751666,0.01015711,0.7118304,0.002140662
7a4ff41c,0.0003832403,0.1485461,0.01444803,0.8356544,0.0009683
7a46e606,0.0691082,0.6025661,0.00815278,0.3195191,0.00065384
7a4e1ed0,0.9881057,0.00501748,0.0001436272,0.004482238,0.002251159
7a4fb182,0.007203667,0.07443921,0.0643597,0.8536263,0.0003711419
7a4838e4,0.2477789,0.04659713,0.1901087,0.4961278,0.01938746
7a4a8bee,0.0005321358,0.9356307,0.0001463425,0.05650438,0.00718637
7a486a12,0.004162944,0.9588194,9.681918e-05,0.02290132,0.01401949
7a45bc5e,0.00201314,0.04671643,0.0332858,0.9172086,0.0007761238
7a4b42aa,0.02957704,0.05576994,0.1396002,0.763533,0.01151983
7a46a4d4,0.2671733,0.08194695,0.003192962,0.6271491,0.02053765
7a4eb020,0.2658198,0.2494567,0.003406712,0.461356,0.01996078
7a4bcd88,0.006873298,0.2621338,0.01519513,0.715222,0.0005757698
7a46218a,0.1958532,0.4125152,0.004027207,0.3387803,0.04882412
7a4a1344,0.01845749,0.1702184,0.005890497,0.7406194,0.06481429
7a466a6e,0.01748109,0.004278613,0.1478241,0.8301046,0.0003115592
7a485d60,0.003604363,0.6786916,0.004320321,0.3112985,0.002085134
7a492740,0.03117939,0.8689652,0.0051291,0.05944235,0.03528393
7a478868,0.0001907014,0.01984782,0.004583072,0.9738179,0.001560461
7a4f8252,0.1482791,0.1863572,0.005981717,0.6258804,0.03350158
7a452e1a,0.002190946,0.9458641,0.0004724064,0.006164148,0.04530833
7a460510,0.0004324563,0.01174338,0.01336119,0.9744152,4.774368e-05
7a50752c,0.0005047618,0.1083108,0.05414895,0.8338565,0.0031789
7a4aee04,0.003103557,0.7884073,0.0006545245,0.2033525,0.004482097
7a4ad630,0.002265461,0.7927855,0.001285444,0.2022991,0.001364439
7a45767c,0.01495191,0.02879102,0.2593425,0.6930076,0.003907007
7a4f567e,0.04186958,0.3513633,0.004481983,0.5958942,0.006390981
7a4de082,0.004554543,0.4851735,0.0002842846,0.5071338,0.002853849
7a51ef2e,0.003640282,0.977456,1.146853e-05,0.003207436,0.01568493
7a4bcb1c,0.03853048,0.1081098,0.009279502,0.8207787,0.02330143
7a474088,0.03289626,0.8562162,0.003396877,0.1058857,0.001604898
7a486526,0.007019304,0.9276017,2.568262e-05,0.06509397,0.000259442
7a503058,0.00255967,0.06525366,0.03723107,0.8884729,0.006482698
7a51ddea,0.0005134629,0.9881224,2.445424e-05,0.0102873,0.001052414
7a4f4760,0.0007975795,0.1472452,0.0004866069,0.8512803,0.0001902709
7a513552,0.3130227,0.4107866,0.0004316083,0.2232056,0.05255351
7a49718c,0.0003051523,0.5709723,0.0001272217,0.4258077,0.002787587
7a4f8efa,0.004861615,0.7772244,0.0006870073,0.2169278,0.0002991893
7a4629a0,0.00607629,0.005380515,0.119999,0.8684403,0.000103899
7a49e07c,0.1690183,0.196366,0.001135694,0.5216669,0.111813
7a4b8e04,0.03042307,0.01653487,0.0008471798,0.9316469,0.02054806
7a4c25da,0.01042427,0.04178735,0.0183242,0.9164322,0.01303202
7a4fd87e,0.0003843928,0.9791997,6.189225e-05,0.01820911,0.002144909
7a4c4c72,0.001302382,0.9549442,0.0004950055,0.01372866,0.02952977
7a5135c0,0.009220343,0.02703082,0.2914442,0.6720474,0.0002573465
7a4c300c,0.01742981,0.01594139,0.1145751,0.8519706,8.309189e-05
7a4bf740,5.388309e-05,0.9904146,1.480932e-05,0.009449845,6.690503e-05
7a4ad90a,0.0003966258,0.4852878,0.0006567118,0.5120375,0.001621362
7a471fea,0.09038154,0.2577972,0.00467834,0.5774473,0.0696956
7a4c0118,0.001966802,0.03138452,0.06047711,0.9034675,0.00270405
7a4b38c8,0.02945087,0.0598326,0.07507886,0.5985846,0.2370531
7a49404a,0.01649396,0.4085628,0.003841359,0.5617309,0.009371108
7a512b0c,0.05856192,0.5333493,0.005916393,0.3143403,0.08783198
7a47498e,0.008956829,0.6113018,0.001109197,0.376027,0.002605285
7a4c418c,0.861961,0.04037795,0.02017733,0.07663165,0.0008519989
7a4ebae8,0.945717,0.01840375,0.004641579,0.02546611,0.005771607
7a4fdfc2,0.001050689,0.5164177,0.0009524679,0.4809206,0.0006585844
7a4dd6aa,0.04252028,0.05196084,0.0728666,0.8296512,0.003000963
7a4b28a6,0.003370939,0.2404138,0.0002397153,0.750827,0.00514854
7a47f640,0.08202855,0.2367965,0.1399559,0.5063009,0.03491819
7a4c1932,0.0005207483,0.009292903,0.001062457,0.9889859,0.0001380285
7a4ef90e,0.03568519,0.1689391,0.01811424,0.7481998,0.02906174
7a500a6a,0.000943906,0.9927657,7.603624e-06,0.005504561,0.0007782882
7a5140d8,0.001332368,0.06466392,0.006786231,0.9265657,0.0006517789
7a4aac82,0.4511425,0.1118023,0.01393961,0.3592287,0.06388693
7a4b0290,0.006222619,0.01029416,0.1040993,0.8790205,0.0003635025
7a4cea4c,0.0006594059,0.960203,0.0001837782,0.03591615,0.003037605
7a455156,0.009623287,0.9367043,4.708644e-05,0.04709782,0.006527399
7a4c85fc,0.006975809,0.6152993,0.009043788,0.3662497,0.002431475
7a46fd30,0.0002335018,0.002132636,0.002231059,0.9953676,3.511349e-05
7a489c3a,0.204343,0.1377599,0.01555431,0.6283058,0.01403701
7a4ce90c,0.0986147,0.7166819,0.0009642789,0.09599014,0.087749
7a4bd7c4,0.4645315,0.1926317,0.001445201,0.2791288,0.0622627
7a50653c,0.03415638,0.377538,0.01505713,0.572587,0.0006614271
7a50ed36,0.0002671983,0.9465747,5.456007e-05,0.05233825,0.0007651547
7a4baf1a,6.15035e-05,0.0005343402,0.0001686642,0.9991835,5.210216e-05
7a4a4972,0.0009470419,0.1004079,0.006214576,0.8916852,0.0007452692
7a505d1c,0.0006803525,0.04192504,0.009575756,0.9474662,0.0003526241
7a495c38,0.123257,0.1956861,0.0008625096,0.5046796,0.1755148
7a49733a,0.0008981816,0.9913367,1.514282e-05,0.007560696,0.0001893393
7a46b686,0.003112007,0.9653149,0.0003214818,0.03077343,0.0004781905
7a4781b0,0.00119876,0.3111679,6.566878e-05,0.6855959,0.001971866
7a46d83c,0.01258265,0.9124378,0.001867829,0.0713935,0.001718204
7a49805a,0.7547411,0.09128817,0.05499182,0.08540166,0.01357735
7a518156,0.007036208,0.02066415,0.05258312,0.9163687,0.003347712
7a4bd904,0.006965898,0.1462526,0.01965379,0.8264095,0.0007181555
7a4921dc,0.0007570456,0.8984783,0.0001719811,0.09335317,0.007239449
7a4b8bfc,0.232546,0.1401539,0.003974145,0.4134353,0.2098905
7a461b04,0.3176365,0.04077173,0.01778607,0.6108413,0.01296441
7a4de42e,0.03879316,0.2344128,0.2157716,0.4985164,0.01250597
7a4cfaa0,0.0009355132,0.9034147,0.0002354987,0.0949929,0.0004212819
7a4bf948,0.002246411,0.9949287,2.451998e-05,0.002214336,0.0005860729
7a4975a6,0.03564037,0.05892902,0.1266073,0.7784461,0.0003771934
7a48b242,0.09840006,0.8335835,0.002571578,0.03423417,0.03121064
7a49da96,0.09063589,0.6017298,0.01551059,0.2758977,0.01622607
7a467f36,0.01131057,0.01676247,0.09339716,0.8782424,0.0002874219
7a4e1cc8,0.006005141,0.8522648,0.0001068629,0.1407813,0.0008419252
7a453b94,0.03180711,0.4309399,0.003799317,0.513889,0.01956466
7a4759ce,0.01118569,0.237187,0.02261483,0.7281296,0.0008829567
7a4750e6,0.1851731,0.421679,0.02135937,0.2999268,0.07186174
7a454ecc,0.007151729,0.0522198,0.0003816559,0.9393584,0.0008883735
7a4f85fe,0.8907891,0.01914735,0.005768367,0.06706773,0.0172275
7a48ed98,1.84676e-05,0.0005128746,0.0005917798,0.99879,8.692015e-05
7a4f151a,0.01823251,0.4243294,0.01188688,0.5261543,0.01939682
7a505ff6,0.009977676,0.1108622,0.00206815,0.8755893,0.001502615
7a4faea8,0.4497245,0.08892134,0.1442679,0.3075044,0.009581942
7a49c2c2,0.01213506,0.01109282,0.08484206,0.8912659,0.0006641741
7a4e986a,0.004518236,0.1633304,0.0008026374,0.8258744,0.005474357
7a48310a,0.2141137,0.08313314,0.03504871,0.6590389,0.008665522
7a4b6c8a,0.001542134,0.01244031,0.008579535,0.9773701,6.788858e-05
7a4b92e6,0.05757527,0.3787582,0.002104659,0.4161429,0.145419
7a46e188,0.002445449,0.6595703,0.0008064781,0.3331842,0.003993524
7a4a9e18,0.004779666,0.9637666,2.901511e-05,0.03071047,0.000714273
7a4b2694,0.0007051628,0.002059254,0.007984272,0.9891912,6.006366e-05
7a4f1588,0.003636263,0.07781685,0.01654145,0.9005797,0.001425708
7a474af6,0.02723748,0.8494878,0.0001573889,0.05217011,0.07094724
7a5105d2,0.1184175,0.3849502,0.04946876,0.4299797,0.01718391
7a4df018,0.003323527,0.2926976,0.002370251,0.7013699,0.0002388241
7a497ca4,0.004262757,0.4017053,0.002802312,0.5888035,0.002426201
7a51a35c,0.02692394,0.4379308,0.01397956,0.5174132,0.003752487
7a51756c,0.2571098,0.07562558,0.02867043,0.5926765,0.04591766
7a4e85fa,0.001228824,0.973134,1.448922e-05,0.02327513,0.002347553
7a47ed76,0.002466493,0.06197664,0.2199295,0.7101986,0.005428684
7a4970ba,0.00489828,0.02054949,0.0008819434,0.9704946,0.00317561
7a4cec5e,0.0003245633,0.3983104,0.0008328622,0.6004168,0.000115382
7a51aeba,0.0004265875,0.9787962,1.268387e-05,0.01773265,0.003031789
7a518fb6,0.003016724,0.9034976,6.671077e-05,0.0885901,0.004828815
7a458e28,0.07427303,0.3104782,0.006041002,0.5252968,0.08391088
7a5070b8,0.5948552,0.007923204,0.01167048,0.3543231,0.03122799
7a4c62ac,0.203314,0.1869141,0.09655094,0.4951419,0.01807908
7a4c3e4e,7.28614e-05,0.9300934,4.903837e-05,0.06967404,0.0001107378
7a48b72e,0.007503474,0.7370722,0.009810619,0.2391267,0.006486974
7a4ed316,0.6593919,0.1424842,0.00662349,0.1890482,0.002452172
7a4d2886,0.008105019,0.8659724,0.002794419,0.117123,0.006005141
7a48276e,0.001678825,0.02978902,0.007638597,0.9572663,0.003627241
7a489384,0.004213875,0.9841446,3.647052e-05,0.008151363,0.003453779
7a4ac672,0.009056648,0.6188078,0.002198278,0.3544613,0.015476
7a4a6d26,0.003042198,0.7509578,0.002758845,0.2404302,0.00281083
7a5089e0,0.04270596,0.07954729,0.0201389,0.7868919,0.07071592
7a50a4c0,0.2484736,0.06415483,0.02308659,0.6246596,0.03962536
7a4e6e76,0.01025907,0.02871897,0.05326324,0.9050296,0.002729133
7a4b745a,0.0001820976,0.5546265,0.0002296448,0.4447541,0.0002077521
7a4d775a,0.02731267,0.4712924,0.01904497,0.4717416,0.01060834
7a50bea6,0.008830102,0.306193,0.001076661,0.6811622,0.002737963
7a4c873c,0.04283261,0.08250032,0.09000676,0.7831155,0.001544789
7a4ae7e2,0.06906703,0.132899,0.05058555,0.7165781,0.03087038
7a4eab66,0.01555973,0.4891005,0.05116192,0.3966891,0.04748873
7a49eea0,0.1026811,0.06198408,0.003044833,0.8308896,0.00140031
7a455aac,3.428665e-06,0.9831585,1.226433e-05,0.01681241,1.332958e-05
7a498e56,0.001805075,0.7864103,0.0002339062,0.209999,0.001551611
7a4d2b60,0.000638477,0.9704855,1.637514e-05,0.02857509,0.0002844969
7a4c59a6,0.003602769,0.04933374,0.01257,0.9269962,0.007497363
7a4dbe90,0.0004587121,0.076332,0.0002651803,0.9207893,0.002154797
7a4f73ac,0.0130143,0.2878829,0.009118238,0.6618399,0.0281447
7a49f18e,0.003996968,0.4510024,0.002503803,0.5415652,0.0009315643
7a4e5418,0.006457502,0.3805664,0.008145558,0.6023662,0.002464292
7a49694e,0.001016868,0.01025967,0.009287446,0.9783876,0.001048464
7a4d4a8c,0.6218863,0.1005414,0.005550363,0.2327316,0.03929035
7a4b09de,0.005067782,0.6039727,0.001569723,0.3857253,0.00366446
7a4bab00,0.01273317,0.8435052,0.003875272,0.1059199,0.0339664
7a48b2a6,0.000153129,0.002866503,0.01127455,0.9856412,6.462223e-05
7a4cd2fa,0.08277623,0.01835799,0.2837751,0.6111934,0.003897272
7a486fa8,0.0001926019,0.9806713,0.0005475694,0.01724976,0.001338806
7a513be2,0.03871548,0.8812166,0.0064517,0.05754499,0.01607123
7a48d484,0.04235021,0.1046813,0.009246937,0.843303,0.0004185481
7a4def46,0.001093486,0.01682708,0.003770524,0.9773097,0.0009991762
7a459076,0.00228855,0.9315439,6.203088e-05,0.06600879,9.659504e-05
7a4ce286,0.02073455,0.3805496,0.0009162347,0.5301107,0.06768896
7a4f4620,0.003548235,0.1066214,0.01842938,0.8667535,0.004647461
7a454c38,0.001353657,0.09468378,0.0003362412,0.9034598,0.0001664735
7a4a4396,0.003962903,0.659961,0.0002959212,0.3337077,0.002072546
7a482426,0.00712788,0.0701074,0.002632372,0.9182866,0.001845755
7a4840c8,0.0002488481,0.9905878,4.90053e-05,0.008920478,0.0001938428
7a473bd8,0.07986607,0.2386672,0.09602211,0.5833057,0.002138891
7a506816,0.1083149,0.2865481,0.00621883,0.5550559,0.04386233
7a4cefa6,0.02118718,0.4648309,0.006425287,0.5045941,0.002962485
7a48c688,0.4230448,0.1099611,0.01964845,0.4223037,0.02504192
7a46a542,0.008161904,0.2172325,0.04402058,0.7237877,0.006797271
7a46a60a,0.005177234,0.09185816,0.3537703,0.5422643,0.006930032
7a450df4,0.006733683,0.02793869,0.003932404,0.9596863,0.001708938
7a51562c,0.0161667,0.847726,0.01364387,0.1043837,0.01807975
7a4defb4,0.002001511,0.9694914,0.0001966011,0.02788997,0.0004205627
7a4b1d98,0.02799386,0.9434152,0.0004504582,0.008560305,0.01958024
7a4f5c3c,0.0279407,0.774896,0.01079264,0.1835129,0.002857834
7a4b2284,0.495908,0.08341821,0.05865696,0.3534679,0.008548867
7a4b0a42,0.0064464,0.5693534,0.0001055188,0.4221431,0.001951565
7a4d31e6,0.0004432819,0.2032496,0.0008863774,0.7935867,0.001834004
7a505b14,0.01553313,0.1599436,0.0003508251,0.8239872,0.0001852387
7a485c8e,0.0004866661,0.7648456,0.0001116217,0.2318139,0.002742257
7a4d3ea2,0.002180409,0.005327702,0.09602023,0.8952498,0.001221815
7a4acb7c,0.009131186,0.04377995,0.0735292,0.8729756,0.0005840212
7a4f618c,0.07512654,0.03353282,0.3385254,0.5516495,0.001165754
7a4f49d6,0.007076634,0.03127559,0.04457339,0.9168966,0.0001778462
7a48f996,0.006449268,0.01885531,0.0008202812,0.9668276,0.007047575
7a4ccf44,0.008792915,0.008882952,0.03944082,0.9263888,0.01649456
7a495f76,0.4387146,0.1566793,0.005061525,0.2866378,0.1129068
7a4c1b3a,0.01550037,0.6615178,0.001572469,0.3190885,0.002320897
7a488c90,0.03095086,0.16869,0.003084246,0.7856663,0.01160852
7a5049b2,0.01563469,0.01317737,0.1972237,0.7734084,0.000555941
7a4cb978,0.003138006,0.217915,0.008347122,0.7608535,0.009746343
7a51bed2,0.1168569,0.2372973,0.0189975,0.6238669,0.002981469
7a452c6c,0.02182735,0.6875889,0.0008552789,0.2881489,0.001579602
7a4c4542,0.03798087,0.6910382,0.005635522,0.259246,0.006099461
7a4eac38,0.0004011205,0.0004332541,0.01351667,0.98558,6.89709e-05
7a46abd2,0.0003563199,0.9020058,0.003271537,0.08981872,0.00454771
7a516b12,0.0040364,0.01115128,0.006537822,0.9774781,0.000796287
7a46be56,0.0387628,0.2010834,0.06806746,0.6283593,0.06372701
7a517cce,0.004799232,0.6080489,0.03048163,0.3516568,0.005013443
7a4e6a02,0.003028674,0.8134423,0.0004744859,0.1772588,0.005795663
7a510500,0.003728204,0.9756905,2.947439e-05,0.01943294,0.001118754
7a4bc40a,4.37635e-05,0.001289643,0.01063132,0.988019,1.624947e-05
7a4b1c6c,0.0002955378,0.9445883,7.435201e-05,0.05456416,0.0004776456
7a4653f8,0.0001050576,0.9896004,0.0005780344,0.009591046,0.0001254427
7a45ac46,0.0008560309,0.2186723,0.01177674,0.7670562,0.001638705
7a4bf326,0.001519505,0.913941,0.001121634,0.07687579,0.006542121
7a47fdca,0.001684562,0.01617743,0.01050763,0.9714645,0.0001659033
7a4aff52,0.01311284,0.03632177,0.0207998,0.9297026,6.294252e-05
7a4b8120,0.0005319825,0.8020204,0.0004970636,0.1959229,0.001027689
7a4a1a6a,0.005161108,0.8651344,0.01803353,0.1059687,0.005702179
7a515bea,0.07229925,0.1078999,0.001922438,0.8045529,0.01332554
7a5088b4,0.08045156,0.5266477,0.03386536,0.2806962,0.0783393
7a4ecbe6,0.004106672,0.05959515,0.04038347,0.8926628,0.003251861
7a48f28e,0.009899242,0.8510546,0.0007831404,0.1366854,0.001577581
7a471b3a,0.000899998,0.6574973,0.0001419164,0.3402438,0.00121694
7a46e0de,4.023977e-05,0.003756555,0.01826691,0.9779138,2.246712e-05
7a4b0358,0.687865,0.1982842,0.07617476,0.02866836,0.009007667
7a51c972,0.3392392,0.02949794,0.001360728,0.572663,0.05723911
7a4ce768,0.009061554,0.1148995,0.02765984,0.8482036,0.0001754561
7a4ef83c,0.01262108,0.6750516,0.00303668,0.09292183,0.2163689
7a516f40,0.126667,0.129951,0.01011079,0.694617,0.03865438
7a46a2c2,0.01032877,0.05103442,0.004322279,0.93416,0.0001545469
7a4d226e,0.002997712,0.004152185,0.6692604,0.3233605,0.0002291119
7a48de52,0.003328203,0.08033821,0.01562908,0.9006501,5.443056e-05
7a4afd4a,0.06159144,0.1646125,0.07293598,0.69336,0.007500059
7a47b568,4.611088e-05,0.03932155,0.0002260815,0.9597576,0.0006485902
7a46ff24,0.004125272,0.005529828,0.01385836,0.9763897,9.680579e-05
7a491912,0.0001063482,0.0008394705,0.0001175163,0.9989102,2.642303e-05
7a48298a,0.0005646258,0.9887846,4.170699e-06,0.01039071,0.0002560664
7a4ad356,0.006764448,0.009624673,0.0243558,0.9589647,0.0002903875
7a4e2696,0.0006610243,0.8828767,0.0003045101,0.1018736,0.01428422
7a51b41e,0.004553974,0.9283783,0.0004682896,0.06141413,0.00518531
7a49b8ea,2.259226e-05,0.005227835,0.003339246,0.9911562,0.0002541338
7a4b5b50,0.01733003,0.307019,0.009050861,0.6401795,0.02642069
7a4cdfa2,0.0001406179,0.09463825,0.001182047,0.9039727,6.633762e-05
7a4e2344,0.00355147,0.6410791,0.001967049,0.3399673,0.01343514
7a4a94a4,0.01281884,0.3964715,0.006783084,0.581376,0.002550675
7a4e3276,0.1603175,0.3995737,0.007774024,0.3833416,0.04899307
7a505970,0.0001876005,0.9971313,6.277859e-06,0.001337802,0.001336944
7a48154e,0.001537761,0.8134029,0.01693677,0.1648821,0.003240511
7a4d18a0,0.0002685846,0.4900122,0.0005590766,0.5042222,0.004938042
7a4cbd2e,0.004133771,0.9337051,9.479366e-05,0.02410225,0.03796402
7a502496,0.006104519,0.06330748,0.03695864,0.8910308,0.002598505
7a4d6e72,0.002370996,0.07637627,0.01089436,0.9095708,0.0007875704
7a501780,0.0002364472,0.9594564,0.0001570506,0.0383733,0.001776845
7a45e8c8,0.02073202,0.01576268,0.01117344,0.9340471,0.01828473
7a4c256c,0.004711797,0.7053652,0.005118488,0.27479,0.01001452
7a4b3a76,0.8103497,0.05897383,0.001497717,0.1256735,0.003505266
7a4be4ee,0.00841514,0.1088347,0.0004761263,0.8777609,0.004513119
7a4f58f4,0.07531176,0.07484075,0.03291793,0.7785957,0.03833375
7a51d3ea,0.09099359,0.5920947,0.002487945,0.2682011,0.04622279
7a4eb0f2,0.005610824,0.02515114,0.007894647,0.95903,0.002313395
7a4a3342,0.006903862,0.6235615,0.001569042,0.3678753,9.033292e-05
7a4beb06,0.0001709412,0.1039484,0.0008386955,0.8945237,0.0005182354
7a47a56e,0.0004933297,0.8208088,0.0002810448,0.1783557,6.129881e-05
7a47f8de,0.02265122,0.5467212,0.01263539,0.4017268,0.0162654
7a4bf394,0.03767112,0.1620344,0.01305684,0.7818128,0.00542484
7a46dc2e,0.008016281,0.28061,0.01589862,0.6889305,0.006544607
7a4ecfba,0.08247709,0.04181242,0.1342459,0.7355405,0.005924076
7a50c11c,0.0976756,0.05175172,0.01032919,0.837571,0.002672474
7a470320,0.2765248,0.3112566,0.005088609,0.3985869,0.008543063
7a46a8ee,0.1130646,0.2907082,0.09575835,0.4850623,0.01540652
7a51e416,0.006547464,0.8166102,0.002911166,0.1649819,0.008949284
7a4ea53a,0.005278968,0.7654843,0.00379197,0.2200774,0.005367278
7a46f560,0.009052151,0.8028787,0.001334798,0.1848435,0.0018909
7a4594e0,0.04604502,0.1923269,0.01455322,0.7409279,0.006146978
7a4a1ad8,0.002379499,0.7670175,0.003675028,0.2251946,0.001733287
7a4c0adc,0.0005121176,0.6423599,0.0001707077,0.3566399,0.0003172913
7a46c91e,0.003310442,0.8052553,0.001849334,0.1893201,0.0002648718
7a4d9a64,0.0107673,0.8476447,0.0004887003,0.1376548,0.003444595
7a505f24,0.000152074,0.5648698,0.0003678022,0.4344412,0.0001690928
7a4b7c34,0.0004772325,0.9605403,4.847986e-06,0.01357215,0.02540541
7a493d66,7.37649e-05,0.6849663,7.951426e-05,0.3147781,0.0001022712
7a46b2d0,0.7833713,0.1091418,0.0002850764,0.07873482,0.0284671
7a4a0c50,0.004076452,0.9756963,3.257193e-06,0.001785701,0.01843826
7a4f3680,0.04767702,0.5247559,0.00543598,0.4161997,0.005931334
7a4d87a4,0.02145072,0.6328557,5.26677e-05,0.2846591,0.06098173
7a51107c,0.009138132,0.7694858,0.0001631173,0.1999845,0.02122849
7a4d253e,0.001654091,0.9864752,0.0001651266,0.009739856,0.001965733
7a49c3f8,0.005839264,0.6211393,0.005653799,0.3575146,0.009853048
7a50ed9a,0.008262063,0.380792,0.06706207,0.3931297,0.1507541
7a4dfed2,0.01239969,0.5481824,0.04552742,0.3651104,0.02878014
7a4f5de0,0.1335576,0.1707122,0.01848117,0.4746937,0.2025554
7a458bc6,0.01307244,0.4132147,0.01742049,0.4530589,0.1032334
7a49bf16,7.368815e-05,0.9899479,6.877749e-06,0.009557744,0.0004139022
7a502eb4,9.828844e-05,0.4252645,0.002029952,0.5723789,0.0002282204
7a500178,0.05293172,0.2074823,0.003151838,0.7335068,0.002927362
7a510924,5.451509e-05,0.778632,2.148014e-05,0.2210307,0.0002612671
7a4f1b00,0.5589252,0.2160285,0.1102475,0.09409764,0.02070105
7a4ba416,0.000779511,0.06724256,0.003765501,0.9278838,0.0003286335
7a4c5fc8,0.04700835,0.1010809,0.01807231,0.7847875,0.04905089
7a4901d4,0.0663708,0.6613599,0.001996006,0.2573302,0.01294309
7a518e76,0.001044622,0.006974159,0.06669413,0.9251665,0.0001205555
7a4e72cc,0.008644185,0.7624081,0.0006981653,0.2280635,0.0001860759
7a4ad2e8,0.0001682406,0.9397493,8.885258e-05,0.05931352,0.0006801385
7a46fb32,0.0001702546,0.9802555,1.425515e-05,0.01918548,0.0003744738
7a4f6f1a,0.05200326,0.5138462,0.04326323,0.3873742,0.003513121
7a4e74d4,0.0008086579,0.9735709,0.0002168951,0.02518152,0.0002219994
7a49aa12,0.1874927,0.3594801,0.01631638,0.3221167,0.1145941
7a482dae,0.002548847,0.9217797,0.0003146023,0.05333788,0.02201889
7a45eb98,0.06499367,0.01373685,0.05454764,0.8467683,0.01995342
7a4fa61a,0.07900548,0.217781,0.007033236,0.2651103,0.4310699
7a4f0f98,0.001590836,0.9170107,0.001128842,0.07730488,0.00296475
7a501fb4,0.002129681,0.6065942,0.003572329,0.3855073,0.002196464
7a50cf72,0.03005363,0.9033142,0.000376837,0.04221901,0.02403636
7a4c28aa,0.00550501,0.8002276,0.0001442762,0.1581988,0.03592425
7a49cea2,0.01105669,0.7853333,0.001681031,0.1763937,0.02553521
7a4caf3c,0.001444732,0.9354131,0.001419005,0.05887307,0.002850069
7a46ad08,0.03187724,0.3581446,0.004919493,0.4377625,0.1672963
7a482124,0.002449786,0.7634769,0.007679811,0.2251369,0.00125651
7a48eb86,0.09111529,0.09189862,0.00244789,0.8088825,0.005655684
7a5110e0,0.187233,0.4856434,0.07779133,0.1334024,0.11593
7a505768,0.001318508,0.5871524,0.00374834,0.4068697,0.0009110812
7a5192fe,0.1591678,0.0637929,0.0151572,0.7151411,0.04674101
7a51f14a,0.001879561,0.03927382,0.01144413,0.9448392,0.002563277
